20                       |29655.365,5924.062,-14564|0.000,324.293,0.000      |Pos¹g Beliara            |MOBNAME_ADDON_IDOL       
8260                     |46197.531,4991.637,21032.|0.000,98.035,0.000       |£ó¿ko                    |MOBNAME_BED              
8262                     |48895.871,4991.238,17563.|0.000,98.035,0.000       |£ó¿ko                    |MOBNAME_BED              
8264                     |48442.605,4992.097,17297.|0.000,98.035,0.000       |£ó¿ko                    |MOBNAME_BED              
8266                     |48744.961,4991.963,16796.|0.000,98.035,0.000       |£ó¿ko                    |MOBNAME_BED              
8268                     |49208.914,4991.191,17050.|0.000,98.035,0.000       |£ó¿ko                    |MOBNAME_BED              
8270                     |49651.105,4992.204,18014.|0.000,98.035,0.000       |£ó¿ko                    |MOBNAME_BED              
8272                     |50096.277,4991.191,18290.|0.000,98.035,0.000       |£ó¿ko                    |MOBNAME_BED              
8274                     |49955.793,4991.547,17503.|0.000,98.035,0.000       |£ó¿ko                    |MOBNAME_BED              
8276                     |50402.914,4991.679,17774.|0.000,98.035,0.000       |£ó¿ko                    |MOBNAME_BED              
8278                     |45386.926,4991.657,20528.|0.000,156.899,0.000      |Rega³ na ksi¹¿ki         |MOBNAME_BOOKSTAND        
8280                     |46099.430,4991.171,20717.|0.000,156.899,0.000      |Rega³ na ksi¹¿ki         |MOBNAME_BOOKSTAND        
8282                     |46721.770,5125.023,19671.|0.000,22.905,0.000       |Rega³ na ksi¹¿ki         |MOBNAME_BOOKSBOARD       
8284                     |46271.555,4984.525,19627.|0.000,180.000,0.000      |Stó³ runiczny            |MOBNAME_RUNEMAKER        
8286                     |48032.645,4987.298,16765.|0.000,60.000,0.000       |                         |MOBNAME_WINEMAKER        
8288                     |47394.180,4992.006,17490.|0.000,60.000,0.000       |                         |MOBNAME_WINEMAKER        
8290                     |47741.867,4990.188,17076.|0.000,60.000,0.000       |                         |MOBNAME_WINEMAKER        
8307                     |45753.793,4242.453,19982.|0.000,312.555,0.000      |Pos¹g Innosa             |MOBNAME_INNOS            
8305                     |46963.543,4991.393,21617.|0.000,312.555,0.000      |Pos¹g Innosa             |MOBNAME_INNOS            
8309                     |50942.305,4991.607,18201.|0.000,215.005,0.000      |£ó¿ko                    |MOBNAME_BED              
8311                     |47988.000,4991.000,22128.|0.000,215.005,0.000      |£ó¿ko                    |MOBNAME_BED              
8315                     |47407.555,4241.257,17971.|0.000,131.006,0.000      |Stó³ alchemiczny         |MOBNAME_LAB              
8313                     |47688.141,4242.284,17493.|0.000,131.006,0.000      |                         |MOBNAME_LAB              
8317                     |47149.156,4882.624,18703.|0.000,250.000,0.000      |Drzwi                    |MOBNAME_Door             
8326                     |50728.152,5039.321,20863.|0.000,193.875,0.000      |                         |MOBNAME_THRONE           
8328                     |50794.164,5041.897,21151.|0.000,193.875,0.000      |                         |MOBNAME_THRONE           
8330                     |51007.977,5042.945,20793.|0.000,193.875,0.000      |                         |MOBNAME_THRONE           
8336                     |38683.734,3195.618,2291.1|0.000,312.555,0.000      |Pos¹g Innosa             |MOBNAME_INNOS            
8550                     |47889.152,3456.856,19338.|0.000,309.562,0.000      |Drzwi                    |MOBNAME_DOOR             
8554                     |49453.121,4374.749,22586.|0.000,22.905,0.000       |Rega³ na ksi¹¿ki         |MOBNAME_BOOKSBOARD       
8556                     |50071.273,4375.761,21578.|0.000,22.905,0.000       |Rega³ na ksi¹¿ki         |MOBNAME_BOOKSBOARD       
8558                     |49101.309,4375.673,20999.|0.000,22.905,0.000       |Rega³ na ksi¹¿ki         |MOBNAME_BOOKSBOARD       
8560                     |48482.078,4375.305,22020.|0.000,22.905,0.000       |Rega³ na ksi¹¿ki         |MOBNAME_BOOKSBOARD       
8564                     |48117.406,4241.178,21779.|0.000,131.006,0.000      |                         |MOBNAME_LAB              
8566                     |49546.465,4241.375,21304.|0.000,131.006,0.000      |                         |MOBNAME_LAB              
8570                     |51714.836,3613.743,18577.|0.000,22.905,0.000       |Rega³ na ksi¹¿ki         |MOBNAME_BOOKSBOARD       
8574                     |50166.453,3480.907,18951.|0.000,156.899,0.000      |Almanach                 |MOBNAME_ALMANACH         
8581                     |48112.801,3609.399,16965.|0.000,27.500,0.000       |                         |MOBNAME_LEVER            
8586                     |39458.102,4350.284,10827.|0.000,125.001,0.000      |Do gospody               |MOBNAME_MONASTERY2       
8587                     |39435.227,4350.702,10902.|0.000,125.001,0.000      |Do klasztoru             |MOBNAME_MONASTERY        
8871                     |38361.516,4361.226,9492.8|0.000,50.016,0.000       |                         |MOBNAME_BENCH            
8873                     |50316.172,4235.498,19384.|0.000,250.000,0.000      |Spi¿arnia                |MOBNAME_VORRATSKAMMER    
8875                     |48573.172,4991.566,17041.|0.000,50.000,0.000       |Kufer                    |MOBNAME_CHEST            
8877                     |48923.742,4988.882,16759.|0.000,50.000,0.000       |Kufer                    |MOBNAME_CHEST            
8879                     |49063.902,4990.882,17317.|0.000,50.000,0.000       |Kufer                    |MOBNAME_CHEST            
8883                     |50785.781,4241.588,19111.|0.000,77.658,0.000       |Kufer                    |MOBNAME_CHEST            
8885                     |46216.488,4992.940,20518.|0.000,156.899,0.000      |Rega³ na ksi¹¿ki         |MOBNAME_BOOKSTAND        
8887                     |45881.328,5124.940,20904.|0.000,22.905,0.000       |Rega³ na ksi¹¿ki         |MOBNAME_BOOKSBOARD       
8889                     |45748.348,5123.940,19690.|0.000,22.905,0.000       |Rega³ na ksi¹¿ki         |MOBNAME_BOOKSBOARD       
8891                     |46075.746,4992.940,19446.|0.000,156.899,0.000      |Rega³ na ksi¹¿ki         |MOBNAME_BOOKSTAND        
8893                     |45475.055,5125.940,20188.|0.000,22.905,0.000       |Rega³ na ksi¹¿ki         |MOBNAME_BOOKSBOARD       
8895                     |45970.430,4992.940,20520.|0.000,156.899,0.000      |Rega³ na ksi¹¿ki         |MOBNAME_BOOKSTAND        
8898                     |50380.184,4978.516,18681.|0.000,250.000,0.000      |                         |                         
8900                     |50790.227,4989.484,18508.|0.000,77.658,0.000       |Kufer                    |MOBNAME_CHEST            
8902                     |50767.594,4990.851,17976.|0.000,180.000,0.000      |Stó³ runiczny            |MOBNAME_RUNEMAKER        
8904                     |50400.652,4991.851,18117.|0.000,131.006,0.000      |Stó³ alchemiczny         |MOBNAME_LAB              
9007                     |49369.098,4998.205,21430.|0.000,215.005,0.000      |£ó¿ko                    |MOBNAME_BED              
9009                     |49458.469,4992.686,23078.|0.000,77.658,0.000       |Kufer                    |MOBNAME_CHEST            
9011                     |50262.594,4992.913,21728.|0.000,77.658,0.000       |Kufer                    |MOBNAME_CHEST            
9013                     |49417.789,4991.992,21210.|0.000,77.658,0.000       |Kufer                    |MOBNAME_CHEST            
9017                     |49642.941,4992.390,22519.|0.000,56.609,0.000       |                         |MOBNAME_CHAIR            
9019                     |49493.148,4993.746,22384.|0.000,56.609,0.000       |                         |MOBNAME_CHAIR            
9021                     |49889.176,4994.568,22168.|0.000,56.609,0.000       |                         |MOBNAME_CHAIR            
9023                     |49694.914,4993.619,22039.|0.000,56.609,0.000       |                         |MOBNAME_CHAIR            
9041                     |49227.203,4993.121,22071.|0.000,152.256,0.000      |                         |MOBNAME_SEAT             
9043                     |49075.902,4992.847,22313.|0.000,152.256,0.000      |                         |MOBNAME_SEAT             
9119                     |51355.426,4990.678,19442.|0.000,56.609,0.000       |                         |MOBNAME_CHAIR            
9136                     |51557.996,4995.220,18572.|0.000,152.256,0.000      |                         |MOBNAME_SEAT             
9138                     |51148.633,4999.220,18596.|0.000,152.256,0.000      |                         |MOBNAME_SEAT             
9144                     |51537.246,5014.220,19111.|0.000,56.609,0.000       |                         |MOBNAME_CHAIR            
9152                     |51511.953,4990.391,19639.|0.000,77.658,0.000       |Kufer                    |MOBNAME_CHEST            
9154                     |51821.215,4990.391,19097.|0.000,77.658,0.000       |Kufer                    |MOBNAME_CHEST            
9156                     |50599.266,4992.391,19433.|0.000,152.256,0.000      |                         |MOBNAME_SEAT             
9202                     |57625.445,1913.875,-28367|0.000,62.000,0.000       |£ó¿ko                    |MOBNAME_BED              
9209                     |58719.449,1893.875,-29087|0.000,77.049,0.000       |Kufer                    |MOBNAME_CHEST            
9211                     |58960.914,1883.875,-29030|0.000,77.049,0.000       |Kufer                    |MOBNAME_CHEST            
9239                     |48794.145,1285.370,6554.0|0.000,76.895,0.000       |Kufer                    |MOBNAME_CHEST            
9241                     |48925.219,1300.370,6317.7|0.000,76.895,0.000       |Kufer                    |MOBNAME_CHEST            
9270                     |50926.684,3029.083,-15042|0.000,17.586,0.000       |                         |                         
9274                     |59557.184,1817.755,-26176|0.000,17.586,0.000       |                         |                         
9280                     |59634.188,2073.416,-6560.|0.000,135.000,0.000      |Przycisk                 |MOBNAME_ADDON_ORNAMENTSWI
9282                     |60433.676,2094.416,-7450.|0.000,135.000,0.000      |Przycisk                 |MOBNAME_ADDON_ORNAMENTSWI
9284                     |58979.883,2081.988,-7514.|0.000,135.000,0.000      |Przycisk                 |MOBNAME_ADDON_ORNAMENTSWI
9711                     |63070.578,4185.826,-27307|0.000,60.916,0.000       |                         |                         
9718                     |61573.105,4012.496,-32671|0.000,250.000,0.000      |Drzwi                    |MOBNAME_DOOR             
9722                     |59974.000,4146.328,-33015|0.000,250.000,0.000      |Drzwi                    |MOBNAME_DOOR             
10488                    |65290.039,3750.124,-23353|0.000,114.715,0.000      |Pi³a do drewna           |MOBNAME_SAW              
10548                    |70335.109,1675.708,-24400|0.000,76.895,0.000       |Kufer                    |MOBNAME_CHEST            
10550                    |70172.664,1682.492,-24365|0.000,76.895,0.000       |Kufer                    |MOBNAME_CHEST            
10553                    |70538.328,1675.293,-24319|0.000,62.000,0.000       |£ó¿ko                    |MOBNAME_BED              
10555                    |70342.359,1679.538,-24022|0.000,62.000,0.000       |£ó¿ko                    |MOBNAME_BED              
10634                    |69775.812,1692.240,-23807|0.000,114.715,0.000      |Pi³a do drewna           |MOBNAME_SAW              
10703                    |69561.875,1678.974,-24520|0.000,114.714,0.000      |Pi³a do drewna           |MOBNAME_SAW              
10734                    |53333.570,1669.498,1711.1|0.000,69.908,0.000       |                         |MOBNAME_GRAVETEAM_15     
10742                    |53925.098,1668.428,2384.4|0.000,66.130,0.000       |                         |MOBNAME_GRAVETEAM_16     
10743                    |52442.328,1643.757,2354.6|0.000,66.403,0.000       |Serano Ukara 234 - 298 'S|MOBNAME_GRAVE_13         
10744                    |52947.781,1601.136,2268.3|0.000,67.669,0.000       |Victimo Sorn 456 - 512 'T|MOBNAME_GRAVE_14         
10745                    |52657.133,1659.763,1388.8|0.000,66.781,0.000       |Veranim Sadea 390 - 'Król|MOBNAME_GRAVE_12         
10746                    |52581.426,1640.991,720.89|0.000,67.087,0.000       |Izolda 525 - 550         |MOBNAME_GRAVE_03         
10747                    |52723.992,1602.991,430.27|0.000,68.032,0.000       |Yasmin 510 - 546         |MOBNAME_GRAVE_07         
10748                    |52527.051,1620.992,-296.4|0.000,69.514,0.000       |Teodor 220 - 310 - 'Oby j|MOBNAME_GRAVE_11         
10818                    |81738.891,4150.927,-19413|0.000,76.895,0.000       |Kufer                    |MOBNAME_CHEST            
10820                    |82097.414,4148.368,-19505|0.000,83.565,0.000       |                         |                         
10842                    |82127.953,4191.998,-18388|0.000,50.020,0.000       |                         |MOBNAME_BENCH            
10844                    |81406.305,4200.362,-18648|0.000,50.020,0.000       |                         |MOBNAME_BENCH            
10988                    |44643.289,2935.514,2590.8|0.000,61.953,0.000       |                         |MOBNAME_BENCH            
10998                    |45308.328,3041.000,3676.8|0.000,76.895,0.000       |Kufer                    |MOBNAME_CHEST            
11001                    |45545.215,3039.665,3433.7|0.000,76.895,0.000       |Kufer                    |MOBNAME_CHEST            
11172                    |45038.066,2572.213,-15558|0.000,80.089,0.000       |Nieznany ¿o³nierz        |MOBNAME_GRAVE_09         
11227                    |74936.305,3309.044,-287.6|0.000,66.070,0.000       |NicoDE - 'Witaj, œwiecie!|MOBNAME_GRAVETEAM_10     
11289                    |74418.180,3352.524,-690.4|0.000,79.116,0.000       |Oelk - 'NIIIIIIIEEEEEEEEE|MOBNAME_GRAVETEAM_02     
11290                    |74621.141,3355.524,-986.1|0.000,77.765,0.000       |Snoelk - 'Patrzcie - prze|MOBNAME_GRAVETEAM_01     
11291                    |73657.516,3343.255,-1234.|0.000,65.488,0.000       |Chase - 'I co wy na to, z|MOBNAME_GRAVETEAM_05     
11292                    |73848.617,3347.255,-1515.|0.000,64.542,0.000       |Michael - 'Ja wcale nie œ|MOBNAME_GRAVETEAM_07     
11293                    |74100.641,3349.097,-1859.|0.000,79.572,0.000       |Hodges - 'Wszystko bêdzie|MOBNAME_GRAVETEAM_03     
11317                    |58804.195,1630.428,11224.|0.000,77.469,0.000       |Kufer                    |MOBNAME_CHEST            
11319                    |58644.449,1635.428,11132.|0.000,77.469,0.000       |Kufer                    |MOBNAME_CHEST            
11444                    |75175.906,2661.636,618.64|0.000,77.469,0.000       |Kufer                    |MOBNAME_CHEST            
11533                    |57121.371,1899.660,-984.5|0.000,78.713,0.000       |Kufer                    |MOBNAME_CHEST            
11535                    |56622.633,1904.617,-2091.|0.000,77.819,0.000       |Kufer                    |MOBNAME_CHEST            
11537                    |86150.633,4279.219,-9583.|0.000,77.646,0.000       |Kufer                    |MOBNAME_CHEST            
11539                    |85181.438,4278.219,-10015|0.000,77.919,0.000       |Kufer                    |MOBNAME_CHEST            
11541                    |84027.898,4273.219,-11226|0.000,94.455,0.000       |Kufer                    |MOBNAME_CHEST            
11703                    |52755.027,1642.116,-10500|0.000,50.000,0.000       |                         |MOBNAME_CHAIR            
11707                    |52992.000,1641.000,-11006|0.000,98.035,0.000       |£ó¿ko                    |MOBNAME_BED              
11710                    |53006.520,1640.965,-10412|0.000,50.016,0.000       |                         |MOBNAME_BENCH            
11712                    |53094.055,1640.509,-10640|0.000,50.016,0.000       |                         |MOBNAME_BENCH            
11724                    |67740.828,3968.079,-21818|0.000,50.000,0.000       |                         |MOBNAME_CHAIR            
11727                    |67499.383,3968.758,-22104|0.000,77.658,0.000       |Kufer                    |MOBNAME_CHEST            
11729                    |67362.125,3968.876,-21902|0.000,98.035,0.000       |£ó¿ko                    |MOBNAME_BED              
11742                    |64883.199,3978.850,-21431|0.000,114.715,0.000      |Pi³a do drewna           |MOBNAME_SAW              
11746                    |64390.832,3984.545,-21634|0.000,50.000,0.000       |                         |MOBNAME_CHAIR            
11754                    |64569.152,3984.227,-21502|0.000,230.001,0.000      |Kuchnia                  |MOBNAME_STOVE            
11762                    |64551.000,3985.000,-22136|0.000,98.035,0.000       |£ó¿ko                    |MOBNAME_BED              
11764                    |64761.176,3973.338,-21894|0.000,50.015,0.000       |                         |MOBNAME_BENCH            
11807                    |56895.000,1903.000,-2073.|0.000,98.035,0.000       |£ó¿ko                    |MOBNAME_BED              
11810                    |56901.000,1902.000,-1674.|0.000,98.035,0.000       |£ó¿ko                    |MOBNAME_BED              
11821                    |57461.000,1902.000,-1062.|0.000,230.001,0.000      |Kuchnia                  |MOBNAME_STOVE            
11829                    |56391.996,1898.882,-1093.|0.000,152.256,0.000      |Fotel                    |MOBNAME_ARMCHAIR         
11831                    |56146.293,1906.674,-1109.|0.000,152.256,0.000      |Fotel                    |MOBNAME_ARMCHAIR         
11835                    |56711.832,1903.039,-1002.|0.000,50.000,0.000       |                         |MOBNAME_CHAIR            
11837                    |56886.219,1903.956,-1091.|0.000,50.000,0.000       |                         |MOBNAME_CHAIR            
12178                    |75896.852,3831.363,-9395.|0.000,77.658,0.000       |Kufer                    |MOBNAME_CHEST            
12182                    |75335.164,3831.127,-10064|0.000,152.256,0.000      |Fotel                    |MOBNAME_ARMCHAIR         
12190                    |75630.961,3830.954,-9383.|0.000,77.658,0.000       |Kufer                    |MOBNAME_CHEST            
12192                    |75945.922,3832.954,-10071|0.000,77.879,0.000       |Kufer                    |MOBNAME_CHEST            
12194                    |74967.641,3829.954,-9473.|0.000,77.469,0.000       |Kufer                    |MOBNAME_CHEST            
12196                    |75291.148,3834.209,-9393.|0.000,230.001,0.000      |Kuchnia                  |MOBNAME_STOVE            
12205                    |71227.578,3152.075,-8688.|0.000,47.845,0.000       |Kufer                    |MOBNAME_CHEST            
12228                    |72568.125,3151.581,-10008|0.000,79.705,0.000       |Kufer                    |MOBNAME_CHEST            
12232                    |72622.695,3151.222,-10388|0.000,119.926,0.000      |Ose³ka                   |MOBNAME_GRINDSTONE       
12234                    |72829.586,3154.591,-10070|0.000,384.836,0.000      |Ogieñ w kuŸni            |MOBNAME_FORGE            
12236                    |72754.594,3150.289,-10652|0.000,63.899,0.000       |Wiadro wody              |MOBNAME_BUCKET           
12238                    |73018.344,3155.031,-10519|0.000,93.550,0.000       |Kowad³o                  |MOBNAME_ANVIL            
12245                    |71420.938,3169.031,-10559|0.000,114.715,0.000      |Pi³a do drewna           |MOBNAME_SAW              
12247                    |74396.812,3829.433,-10193|0.000,215.227,0.000      |£ó¿ko                    |MOBNAME_BED              
12249                    |74343.875,3829.605,-9604.|0.000,215.006,0.000      |£ó¿ko                    |MOBNAME_BED              
12438                    |72117.797,3198.562,-11761|0.000,53.526,0.000       |                         |MOBNAME_BENCH            
12446                    |74620.109,3831.978,-12596|0.000,98.035,0.000       |£ó¿ko                    |MOBNAME_BED              
12448                    |74689.141,3512.985,-13228|0.000,98.035,0.000       |£ó¿ko                    |MOBNAME_BED              
12450                    |74682.430,3512.786,-12954|0.000,98.035,0.000       |£ó¿ko                    |MOBNAME_BED              
12452                    |74716.453,3511.783,-13519|0.000,98.035,0.000       |£ó¿ko                    |MOBNAME_BED              
12456                    |74719.156,3510.367,-12429|0.000,98.035,0.000       |£ó¿ko                    |MOBNAME_BED              
12467                    |75193.352,3512.537,-13506|0.000,98.035,0.000       |£ó¿ko                    |MOBNAME_BED              
12469                    |75159.391,3511.520,-13205|0.000,98.035,0.000       |£ó¿ko                    |MOBNAME_BED              
12471                    |75143.344,3512.217,-12342|0.000,98.035,0.000       |£ó¿ko                    |MOBNAME_BED              
12476                    |74959.430,3514.899,-13521|0.000,79.490,0.000       |Kufer                    |MOBNAME_CHEST            
12478                    |76131.797,3513.398,-12317|0.000,77.658,0.000       |Kufer                    |MOBNAME_CHEST            
12480                    |75389.320,3514.653,-12363|0.000,81.009,0.000       |Kufer                    |MOBNAME_CHEST            
12482                    |75920.984,3512.553,-13131|0.000,50.000,0.000       |                         |MOBNAME_CHAIR            
12484                    |75500.242,3513.553,-12972|0.000,50.000,0.000       |                         |MOBNAME_CHAIR            
12490                    |76350.391,3512.384,-10847|0.000,78.760,0.000       |Kufer                    |MOBNAME_CHEST            
12495                    |73119.555,3158.415,-13507|0.000,98.035,0.000       |£ó¿ko                    |MOBNAME_BED              
12497                    |72489.984,3154.415,-13786|0.000,98.035,0.000       |£ó¿ko                    |MOBNAME_BED              
12499                    |73279.727,3154.415,-13117|0.000,98.035,0.000       |£ó¿ko                    |MOBNAME_BED              
12501                    |72875.578,3156.415,-13883|0.000,98.035,0.000       |£ó¿ko                    |MOBNAME_BED              
12504                    |71989.125,3154.886,-12600|0.000,50.000,0.000       |                         |MOBNAME_CHAIR            
12506                    |71732.266,3157.149,-12858|0.000,50.000,0.000       |                         |MOBNAME_CHAIR            
12508                    |71742.984,3155.850,-13087|0.000,50.000,0.000       |                         |MOBNAME_CHAIR            
12510                    |72026.164,3155.349,-13420|0.000,50.000,0.000       |                         |MOBNAME_CHAIR            
12512                    |72375.719,3159.684,-12717|0.000,50.000,0.000       |                         |MOBNAME_CHAIR            
12524                    |70731.961,3151.700,-8902.|0.000,77.658,0.000       |Kufer                    |MOBNAME_CHEST            
12526                    |72569.117,3158.260,-9543.|0.000,50.000,0.000       |                         |MOBNAME_CHAIR            
12528                    |72416.961,3153.774,-9257.|0.000,50.000,0.000       |                         |MOBNAME_CHAIR            
12530                    |72850.828,3150.033,-8992.|0.000,50.000,0.000       |                         |MOBNAME_CHAIR            
12532                    |72641.336,3151.033,-8820.|0.000,50.000,0.000       |                         |MOBNAME_CHAIR            
12534                    |72168.938,3156.121,-9302.|0.000,50.000,0.000       |                         |MOBNAME_CHAIR            
12536                    |71889.266,3159.514,-9443.|0.000,50.000,0.000       |                         |MOBNAME_CHAIR            
12546                    |74739.320,3832.682,-13182|0.000,50.000,0.000       |                         |MOBNAME_CHAIR            
12556                    |76107.781,3833.218,-13188|0.000,98.035,0.000       |£ó¿ko                    |MOBNAME_BED              
12558                    |75673.008,3832.218,-13202|0.000,98.035,0.000       |£ó¿ko                    |MOBNAME_BED              
12560                    |75572.750,3825.253,-12621|0.000,50.000,0.000       |                         |MOBNAME_CHAIR            
12563                    |75304.398,3832.253,-13185|0.000,77.469,0.000       |Kufer                    |MOBNAME_CHEST            
12574                    |74889.805,3513.213,-9530.|0.000,50.000,0.000       |                         |MOBNAME_CHAIR            
12576                    |75142.758,3510.975,-9549.|0.000,50.000,0.000       |                         |MOBNAME_CHAIR            
12578                    |75355.422,3510.958,-9497.|0.000,50.000,0.000       |                         |MOBNAME_CHAIR            
12580                    |75550.742,3512.953,-9752.|0.000,50.000,0.000       |                         |MOBNAME_CHAIR            
12582                    |75391.695,3511.085,-10037|0.000,50.000,0.000       |                         |MOBNAME_CHAIR            
12584                    |75224.953,3511.063,-10044|0.000,50.000,0.000       |                         |MOBNAME_CHAIR            
12586                    |74995.398,3512.949,-10050|0.000,50.000,0.000       |                         |MOBNAME_CHAIR            
12588                    |74697.555,3513.415,-9831.|0.000,152.256,0.000      |Fotel                    |MOBNAME_ARMCHAIR         
12601                    |75228.867,3512.244,-10401|0.000,77.469,0.000       |Kufer                    |MOBNAME_CHEST            
12614                    |71670.977,3150.292,-8547.|0.000,230.001,0.000      |Kuchnia                  |MOBNAME_STOVE            
12623                    |72186.203,3160.280,-13290|0.000,50.000,0.000       |                         |MOBNAME_CHAIR            
12629                    |72455.430,3155.786,-13430|0.000,98.035,0.000       |£ó¿ko                    |MOBNAME_BED              
12631                    |72542.438,3157.786,-13101|0.000,98.035,0.000       |£ó¿ko                    |MOBNAME_BED              
12655                    |49467.598,3056.042,-16836|0.000,123.751,0.000      |Pi³a do drewna           |MOBNAME_SAW              
12697                    |75321.375,3511.964,-12852|0.000,50.000,0.000       |                         |MOBNAME_CHAIR            
12699                    |75358.906,3513.368,-12658|0.000,50.000,0.000       |                         |MOBNAME_CHAIR            
12701                    |75900.312,3513.005,-12693|0.000,50.000,0.000       |                         |MOBNAME_CHAIR            
12844                    |58088.172,1973.013,-2185.|0.000,114.715,0.000      |Pi³a do drewna           |MOBNAME_SAW              
12900                    |51023.930,2961.974,-18443|0.000,152.256,0.000      |Fotel                    |MOBNAME_ARMCHAIR         
12902                    |50979.957,2964.293,-18729|0.000,152.256,0.000      |Fotel                    |MOBNAME_ARMCHAIR         
12906                    |50918.000,2966.000,-18028|0.000,50.000,0.000       |                         |MOBNAME_CHAIR            
12908                    |50917.828,2966.723,-18219|0.000,50.000,0.000       |                         |MOBNAME_CHAIR            
12910                    |51211.359,2966.025,-18042|0.000,50.000,0.000       |                         |MOBNAME_CHAIR            
12912                    |51206.227,2966.023,-18255|0.000,50.000,0.000       |                         |MOBNAME_CHAIR            
12924                    |50626.285,2964.477,-19055|0.000,230.001,0.000      |Kuchnia                  |MOBNAME_STOVE            
12956                    |50486.000,2963.000,-18570|0.000,98.035,0.000       |£ó¿ko                    |MOBNAME_BED              
12958                    |50475.082,2961.946,-18657|0.000,98.035,0.000       |£ó¿ko                    |MOBNAME_BED              
12994                    |65203.172,3839.045,-24562|0.000,152.256,0.000      |Fotel                    |MOBNAME_ARMCHAIR         
12996                    |65995.891,3840.000,-25237|0.000,98.035,0.000       |£ó¿ko                    |MOBNAME_BED              
12999                    |64203.062,3982.553,-21519|0.000,77.658,0.000       |Kufer                    |MOBNAME_CHEST            
13001                    |66072.336,3834.455,-25002|0.000,77.658,0.000       |Kufer                    |MOBNAME_CHEST            
13005                    |65613.516,3832.675,-25365|0.000,230.001,0.000      |Kuchnia                  |MOBNAME_STOVE            
13010                    |65355.488,3842.732,-25403|0.000,50.000,0.000       |                         |MOBNAME_CHAIR            
13243                    |59912.113,3879.051,-31208|0.000,77.469,0.000       |Kufer                    |MOBNAME_CHEST            
13245                    |58694.285,4134.473,-33400|0.000,78.280,0.000       |Kufer                    |MOBNAME_CHEST            
13247                    |62905.656,4278.731,-38406|0.000,77.658,0.000       |Kufer                    |MOBNAME_CHEST            
13273                    |74353.000,3404.000,-1054.|0.000,135.000,0.000      |Prze³¹cznik              |MOBNAME_SWITCH           
13275                    |74011.000,3404.000,-1286.|0.000,135.000,0.000      |Prze³¹cznik              |MOBNAME_SWITCH           
13311                    |72361.102,2660.929,-1301.|0.000,77.469,0.000       |Kufer                    |MOBNAME_CHEST            
13324                    |72816.758,2663.238,1062.2|0.000,77.469,0.000       |Kufer                    |MOBNAME_CHEST            
13426                    |66858.812,2484.566,-22364|0.000,47.155,0.000       |Kufer                    |MOBNAME_CHEST            
13436                    |64278.996,2294.698,-19183|0.000,312.555,0.000      |Pos¹g Innosa             |MOBNAME_INNOS            
13438                    |45871.137,2805.710,-26553|0.000,312.555,0.000      |Pos¹g Innosa             |MOBNAME_INNOS            
13440                    |48899.152,3587.902,11390.|0.000,312.555,0.000      |Pos¹g Innosa             |MOBNAME_INNOS            
13460                    |58631.227,1630.394,10306.|0.000,152.256,0.000      |Fotel                    |MOBNAME_ARMCHAIR         
13469                    |58257.711,1630.432,10791.|0.000,131.007,0.000      |Stó³ alchemiczny         |MOBNAME_LAB              
13485                    |62534.020,1781.863,7908.8|0.000,312.555,0.000      |Pos¹g Innosa             |MOBNAME_INNOS            
13501                    |75236.641,3366.750,-1854.|0.000,64.538,0.000       |Björn - 'No to jazda!'   |MOBNAME_GRAVETEAM_06     
13502                    |75117.820,3373.111,-1464.|0.000,76.023,0.000       |Kairo - 'Chwilunia...'   |MOBNAME_GRAVETEAM_08     
13503                    |75295.148,3303.088,-703.0|0.000,66.624,0.000       |Wujo Dobra Rada - 'Naresz|MOBNAME_GRAVETEAM_09     
13504                    |75366.109,3371.591,-1388.|0.000,67.007,0.000       |Hosh - 'Ale gó...o'      |MOBNAME_GRAVETEAM_04     
13505                    |73439.047,3341.121,-11307|0.000,125.001,0.000      |Do tawerny               |MOBNAME_GR_PEASANT2      
13506                    |61080.750,2132.586,-11622|0.000,125.001,0.000      |Do tawerny               |MOBNAME_GR_PEASANT2      
13507                    |61155.531,2132.787,-11625|0.000,125.001,0.000      |Do maj¹tku ziemskiego    |MOBNAME_GR_PEASANT       
13508                    |54006.730,1723.088,-10316|0.000,125.001,0.000      |Do tawerny               |MOBNAME_GR_PEASANT2      
13509                    |54035.402,1723.168,-10387|0.000,125.001,0.000      |Do maj¹tku ziemskiego    |MOBNAME_GR_PEASANT       
13510                    |40932.871,3861.027,-3054.|0.000,125.001,0.000      |Do maj¹tku ziemskiego    |MOBNAME_GR_PEASANT       
13511                    |38291.125,3732.839,-6699.|0.000,125.001,0.000      |Do kolonii wiêziennej    |MOBNAME_PRISON           
13512                    |42454.195,2838.444,-19437|0.000,125.001,0.000      |Do kolonii wiêziennej    |MOBNAME_PRISON           
13513                    |74746.008,3291.159,-62.73|0.000,65.991,0.000       |Sascha - 'Postaci brak ps|MOBNAME_GRAVETEAM_11     
13514                    |74356.875,3300.000,50.852|0.000,68.991,0.000       |Andre - 'Jak szybko opada|MOBNAME_GRAVETEAM_12     
13515                    |73048.719,3303.293,-851.6|0.000,69.198,0.000       |Uwe - 'Na którym poziomie|MOBNAME_GRAVETEAM_14     
13516                    |73115.945,3293.293,-1443.|0.000,64.206,0.000       |Mihai - 'ChodŸ dziecinko,|MOBNAME_GRAVETEAM_13     
